Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Probopass (Shadow),70.4,476,rock,steel,97.4,197.6,119,2289182,27.5,1493,Spark,Rock Slide,Zap Cannon,7,12,3,50000
Vanillish,70.4,583,ice,none,124.1,119.3,122,1805667,41,1499,Astonish,Icy Wind,Signal Beam,5,6,3,50000
Electrode,70.3,101,electric,none,123.1,127.2,116,1816610,26.5,1496,Volt Switch,Discharge,Hyper Beam,3,5,3,50000
Houndoom (Shadow),70.3,229,dark,fire,140.8,94.9,119,1589764,21,1498,Fire Fang,Foul Play,Flamethrower,7,10,3,50000
Moltres (Shadow),70.2,146,fire,flying,137.3,103.1,115,1627313,15.5,1499,Fire Spin,Sky Attack,Ancient Power,6,5,20,100000
Arbok,70.1,24,poison,none,123.7,120.1,121,1798747,29,1495,Acid,Dark Pulse,Sludge Wave,7,9,3,50000
Hitmonlee,70.1,106,fighting,none,142.5,121.4,91,1573887,21.5,1497,Double Kick,Close Combat,Blaze Kick,4,4,5,75000
Darmanitan (Standard),70,555,fire,none,151.3,71.4,137,1480445,18,1497,Incinerate,Overheat,Rock Slide,3,3,3,50000
Heatmor,70,631,fire,none,133.3,91.6,136,1660290,23,1489,Fire Spin,Thunder Punch,Flamethrower,4,6,3,50000
Ludicolo,70,272,water,grass,117.1,123.7,132,1912593,24,1497,Bubble,Scald,Leaf Storm,5,5,3,50000
Corvisquire,69.9,822,flying,none,119.1,104.1,152,1884408,48.5,1500,Sand Attack,Sky Attack,Payback,14,15,1,10000
Darmanitan (Standard) (Shadow),69.9,555,fire,none,151.3,71.4,137,1480445,18,1497,Incinerate,Overheat,Rock Slide,3,3,3,50000
Kingdra,69.9,230,water,dragon,121.8,126.1,119,1828072,21,1498,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Metagross (Shadow),69.9,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Earthquake,8,10,5,75000
Seismitoad,69.8,537,water,ground,120.3,101.5,152,1856073,22,1498,Mud Shot,Earth Power,Sludge Bomb,7,7,3,50000
Torterra (Shadow),69.8,389,grass,ground,120.5,117.6,131,1857185,19,1496,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Combusken (Shadow),69.7,256,fire,fighting,131,99.6,131,1710523,39,1497,Ember,Flame Charge,Rock Slide,8,7,3,10000
Hitmonchan (Shadow),69.7,107,fighting,none,128.2,137.3,98,1725104,23.5,1490,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Hitmonlee (Shadow),69.7,106,fighting,none,142.5,121.4,91,1573887,21.5,1497,Double Kick,Close Combat,Blaze Kick,4,4,5,75000
Beartic,69.6,614,ice,none,134.9,94.6,129,1646922,18,1491,Powder Snow,Ice Punch,Liquidation,5,6,3,50000
Crawdaunt,69.6,342,water,dark,144.5,96.9,110,1540695,22.5,1497,Snarl,Night Slash,Scald,3,4,3,50000
Huntail,69.6,367,water,none,131.5,126.3,102,1694679,24,1498,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Urshifu (Rapid Strike),69.6,892,fighting,water,136.6,97.8,121,1616195,15,1489,Counter,Aqua Jet,Dynamic Punch,7,8,20,100000
Bouffalant,69.5,626,normal,none,118.9,115.9,136,1873804,20,1496,Mud Shot,Stomp,Megahorn,5,7,3,50000
Hitmonchan,69.5,107,fighting,none,128.2,137.3,98,1725104,23.5,1490,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Mewtwo (Shadow),69.5,150,psychic,none,147.9,94.4,108,1507802,13,1499,Psycho Cut,Psystrike,Thunderbolt,5,7,20,100000
Scraggy,69.5,559,dark,fighting,120.4,122.1,126,1851509,48,1494,Feint Attack,Upper Hand,Foul Play,7,7,3,50000
Zapdos (Galarian),69.5,145,fighting,flying,135.2,106.2,115,1651425,15.5,1495,Counter,Fly,Brave Bird,8,10,20,100000
Bayleef (Shadow),69.4,153,grass,none,105.6,141.6,141,2107468,49.5,1494,Magical Leaf,Ancient Power,Energy Ball,5,6,3,10000
Crobat,69.4,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Entei (Shadow),69.4,244,fire,none,129.3,94.6,142,1736743,16,1499,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Shelgon,69.3,372,dragon,none,123.3,118.4,123,1795453,27.5,1493,Dragon Breath,Flamethrower,Twister,19,15,5,75000
Salamence,69.2,373,dragon,flying,142.9,92.6,117,1548425,14.5,1490,Dragon Tail,Fly,Outrage,5,7,5,75000
Weepinbell,69.2,70,grass,poison,137.8,84.3,139,1614019,39.5,1493,Acid,Power Whip,Sludge Bomb,7,7,3,50000
Electrode (Shadow),69.1,101,electric,none,123.1,127.2,116,1816610,26.5,1496,Volt Switch,Discharge,Hyper Beam,3,5,3,50000
Kingdra (Shadow),69.1,230,water,dragon,121.8,126.1,119,1828072,21,1498,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Landorus (Incarnate),69.1,645,ground,flying,139.9,100.5,114,1602125,15.5,1497,Mud Shot,Earth Power,Rock Slide,7,6,20,100000
Oddish,69.1,43,grass,poison,122.7,106.7,120,1571110,50,1389,Acid,Seed Bomb,Sludge Bomb,6,7,3,50000
Poipole,69.1,803,poison,none,119.7,113.6,137,1862719,36,1495,Poison Jab,Sludge Bomb,Fell Stinger,8,5,20,100000
Rotom,69.1,479,electric,ghost,133.6,123,102,1676130,28,1500,Astonish,Thunderbolt,Ominous Wind,6,5,5,75000
Torracat,69.1,726,fire,none,136.6,89.5,134,1638022,34.5,1497,Ember,Flame Charge,Crunch,8,7,3,10000
Aerodactyl (Shadow),69,142,rock,flying,135,103.9,118,1656037,20,1500,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Delcatty,69,301,normal,none,112.7,115.2,153,1986701,46.5,1496,Charm,Wild Charge,Disarming Voice,8,8,3,50000
Mankey (Shadow),69,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Brick Break,4,5,3,50000
Moltres,69,146,fire,flying,136.3,102.6,117,1635633,16,1493,Fire Spin,Sky Attack,Ancient Power,6,5,20,100000
Stakataka,69,805,rock,steel,119.4,169.8,92,1865399,16.5,1498,Rock Throw,Stone Edge,Bulldoze,11,9,20,100000
Vileplume,69,45,grass,poison,129.1,110.9,121,1732053,22,1498,Acid,Sludge Bomb,Petal Blizzard,7,9,3,50000
Crobat (Shadow),68.9,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Geodude (Alolan),68.9,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Tomb,Rock Slide,4,3,1,10000
Monferno,68.9,391,fire,fighting,129.6,95.4,139,1719672,41,1498,Ember,Flamethrower,Low Sweep,8,6,3,10000
Pignite (Shadow),68.9,499,fire,fighting,128.4,84.2,161,1740293,29.5,1495,Ember,Rock Tomb,Flame Charge,8,8,3,10000
Falinks,68.8,870,fighting,none,128.2,119.8,113,1735815,23.5,1494,Counter,Superpower,Megahorn,7,10,5,75000
Swanna (Shadow),68.8,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Water Gun,Fly,Ice Beam,15,19,3,50000
Klinklang,68.7,601,steel,none,124.9,140.2,102,1785632,21,1494,Metal Sound,Mirror Shot,Zap Cannon,5,10,5,75000
Sandygast,68.7,769,ghost,ground,113.4,111.8,135,1711543,50,1394,Astonish,Scorching Sands,Shadow Ball,5,6,3,50000
Vibrava (Shadow),68.7,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
Buneary,68.6,427,normal,none,121.8,100.8,135,1658639,50,1423,Quick Attack,Swift,Fire Punch,5,5,3,50000
Cloyster,68.6,91,water,ice,119.7,166,94,1867851,22,1499,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Cubone,68.6,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Return,4,7,3,50000
Elekid,68.6,239,electric,none,126,97.5,120,1474345,50,1364,Thunder Shock,Thunder Punch,Brick Break,5,5,5,10000
Gigalith,68.6,526,rock,none,127.2,118.4,116,1747772,17,1492,Mud Slap,Superpower,Meteor Beam,4,6,3,50000
Herdier,68.6,507,normal,none,119.7,110.9,141,1871188,41.5,1497,Sand Attack,Dig,Thunderbolt,13,14,1,10000
Jolteon,68.6,135,electric,none,138.6,113,103,1612419,19,1495,Thunder Shock,Discharge,Last Resort,5,7,5,75000
Omanyte (Shadow),68.6,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Yanmega,68.6,469,bug,flying,137.3,98.3,121,1632541,18.5,1498,Bug Bite,Aerial Ace,Ancient Power,14,15,3,50000
Bisharp,68.5,625,dark,steel,139.2,111.5,103,1598638,19.5,1497,Snarl,Dark Pulse,X-Scissor,4,4,5,75000
Emboar (Shadow),68.5,500,fire,fighting,137.9,79.9,147,1618930,18.5,1494,Ember,Blast Burn,Rock Slide,8,7,3,10000
Flareon,68.5,136,fire,none,141.7,110,100,1557872,18,1488,Ember,Superpower,Flamethrower,6,8,5,75000
Gigalith (Shadow),68.5,526,rock,none,127.2,118.4,116,1747772,17,1492,Mud Slap,Meteor Beam,Superpower,6,4,3,50000
Monferno (Shadow),68.5,391,fire,fighting,129.6,95.4,139,1719672,41,1498,Ember,Flamethrower,Low Sweep,8,6,3,10000
Floatzel,68.4,419,water,none,143.8,81.1,133,1551619,22.5,1494,Water Gun,Aqua Jet,Swift,14,12,3,50000
Darumaka (Galarian),68.3,554,ice,none,132,83.5,154,1697707,49,1499,Ice Fang,Ice Punch,Ice Beam,7,10,3,50000
Minun,68.3,312,electric,none,116.8,126.8,129,1909761,37,1493,Quick Attack,Thunderbolt,Grass Knot,7,7,3,50000
Omanyte,68.3,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Drakloak,68.2,886,dragon,ghost,131,92.6,141,1710626,39,1498,Astonish,Shadow Ball,Outrage,6,6,5,75000
Exploud,68.2,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Growlithe (Hisuian),68.2,58,fire,rock,131.9,89.9,142,1684382,50,1495,Ember,Rock Slide,Flamethrower,7,8,3,50000
Metagross,68.2,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Earthquake,8,10,5,75000
Rotom (Heat),68.2,479,electric,fire,129.2,143.2,93,1720709,21,1491,Thunder Shock,Overheat,Thunderbolt,7,7,5,75000
Sneasel (Shadow),68.2,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Chandelure,68.1,609,ghost,fire,151.4,106.9,91,1472749,16.5,1498,Incinerate,Flame Charge,Shadow Ball,3,3,5,75000
Emboar,68.1,500,fire,fighting,137.9,79.9,147,1618930,18.5,1494,Ember,Blast Burn,Rock Slide,8,7,3,10000
Heracross,68.1,214,bug,fighting,134.7,107.9,114,1655921,17.5,1497,Counter,Upper Hand,Megahorn,7,10,3,50000
Quilava,68.1,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Dig,8,8,3,10000
Shelgon (Shadow),68.1,372,dragon,none,123.3,118.4,123,1795453,27.5,1493,Dragon Breath,Flamethrower,Dragon Pulse,19,20,5,75000
Arbok (Shadow),68,24,poison,none,123.7,120.1,121,1798747,29,1495,Acid,Dark Pulse,Sludge Wave,7,9,3,50000
Delphox,68,655,fire,psychic,132.6,115.6,109,1671331,18,1491,Fire Spin,Blast Burn,Mystical Fire,5,5,3,10000
Ambipom (Shadow),67.9,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Low Sweep,4,4,3,50000
Cloyster (Shadow),67.9,91,water,ice,119.7,166,94,1867851,22,1499,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Entei,67.9,244,fire,none,128.8,96.2,141,1746495,16,1500,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Linoone (Galarian),67.9,264,dark,normal,114.6,112.2,152,1953755,39,1497,Snarl,Body Slam,Dig,3,4,1,10000
Gloom (Shadow),67.8,44,grass,poison,122.6,114.9,130,1830873,37.5,1500,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Swellow (Shadow),67.8,277,normal,flying,136.7,98.6,121,1630044,29,1496,Wing Attack,Brave Bird,Aerial Ace,8,6,1,10000
Geodude (Shadow),67.7,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Tomb,Rock Slide,10,9,1,10000
Luxray (Shadow),67.7,405,electric,none,138,99,118,1611912,19,1496,Snarl,Wild Charge,Psychic Fangs,4,3,5,75000
Shellos,67.7,422,water,none,99.2,100.8,166,1659740,50,1284,Mud Slap,Mud Bomb,Body Slam,4,4,3,50000
Wormadam (Plant),67.7,413,bug,grass,109.9,146.8,126,2032523,33.5,1497,Bug Bite,Energy Ball,Bug Buzz,19,20,1,10000
Archeops (Shadow),67.6,567,rock,flying,160.6,81.4,106,1385816,16.5,1494,Wing Attack,Ancient Power,Dragon Claw,7,5,5,75000
Grotle,67.6,388,grass,none,118.3,116.1,138,1895093,30.5,1497,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Kartana,67.6,798,grass,steel,170.7,98.8,78,1316087,15,1500,Razor Leaf,Leaf Blade,Night Slash,9,9,20,100000
Oddish (Shadow),67.6,43,grass,poison,122.7,106.7,120,1571110,50,1389,Acid,Seed Bomb,Sludge Bomb,6,7,3,50000
Slowbro,67.5,80,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Ice Beam,15,19,3,50000
Mismagius,67.4,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Garchomp (Shadow),67.3,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Gurdurr,67.3,533,fighting,none,124.8,99.8,143,1781718,25.5,1491,Poison Jab,Brick Break,Stone Edge,6,8,5,75000
Mothim,67.3,414,bug,flying,140,83,137,1591422,31.5,1496,Bug Bite,Aerial Ace,Bug Buzz,14,20,1,10000
Teddiursa (Shadow),67.3,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Swift,Cross Chop,12,12,3,50000
Appletun,67.2,842,grass,dragon,117.2,100.8,162,1913294,22.5,1498,Astonish,Seed Bomb,Outrage,5,6,5,75000
Larvesta,67.2,636,bug,fire,131.7,99.2,130,1697421,44.5,1499,Ember,Flame Charge,Bug Buzz,8,9,5,75000
Slowking,67.2,199,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Psychic,15,19,3,50000
Carnivine,67.1,455,grass,none,130.2,101.2,130,1712621,25.5,1498,Vine Whip,Power Whip,Crunch,7,6,5,75000
Exploud (Shadow),67.1,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Latias (Shadow),67.1,380,dragon,psychic,123.6,137.3,106,1798419,15.5,1496,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Raboot,67.1,814,fire,none,130,102.1,130,1726633,30.5,1498,Fire Spin,Flame Charge,Flamethrower,5,6,3,10000
Frogadier,67,657,water,none,135.4,99.2,123,1653012,39.5,1500,Bubble,Surf,Aerial Ace,5,4,3,10000
Houndoom,67,229,dark,fire,140.8,94.9,119,1589764,21,1498,Fire Fang,Foul Play,Flamethrower,7,10,3,50000
Manectric (Shadow),67,310,electric,none,142.5,91.3,120,1561030,23.5,1494,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Quilava (Shadow),67,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Dig,8,8,3,10000
Tirtouga,67,564,water,rock,113.9,132,130,1955087,47,1494,Water Gun,Surf,Ancient Power,15,15,5,75000
Vibrava,67,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
Geodude (Alolan) (Shadow),66.9,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Tomb,Rock Slide,4,3,1,10000
Groudon (Shadow),66.9,383,ground,none,136,116.8,104,1651954,13.5,1499,Mud Shot,Precipice Blades,Fire Punch,8,5,20,100000
Nidoking (Shadow),66.9,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Porygon,66.9,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Quick Attack,Discharge,Hyper Beam,5,10,3,50000
Sawk (Shadow),66.9,539,fighting,none,141,99.8,113,1589415,20,1500,Poison Jab,Body Slam,Brick Break,5,6,5,75000
Graveler (Shadow),66.8,75,rock,ground,123.4,124.9,118,1819319,30.5,1500,Mud Slap,Stone Edge,Dig,6,5,1,10000
Mankey,66.8,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Return,4,8,3,50000
Pidgeotto (Shadow),66.8,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Air Cutter,Aerial Ace,5,6,1,10000
Sneasel,66.8,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Tyranitar (Shadow),66.8,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Weavile (Shadow),66.8,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Breloom,66.7,286,grass,fighting,150.6,97.3,101,1480402,21,1493,Force Palm,Dynamic Punch,Grass Knot,5,5,3,50000
Kubfu,66.7,891,fighting,none,136.6,95.6,125,1631599,34.5,1493,Counter,Close Combat,Brick Break,8,7,20,100000
Swanna,66.7,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Air Slash,Fly,Ice Beam,5,7,3,50000
Ursaluna (Shadow),66.7,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Swift,High Horsepower,12,20,3,50000
Camerupt,66.6,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Houndour (Shadow),66.6,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,7,8,3,50000
Luxio,66.6,404,electric,none,134.1,91.1,137,1672950,47.5,1500,Spark,Wild Charge,Crunch,7,7,5,75000
Oricorio (Pom-Pom),66.6,741,electric,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Comfey,66.5,764,fairy,none,116.9,155.4,105,1907768,26.5,1494,Vine Whip,Grass Knot,Draining Kiss,7,7,3,50000
Swellow,66.5,277,normal,flying,136.7,98.6,121,1630044,29,1496,Wing Attack,Brave Bird,Aerial Ace,8,6,1,10000
Ursaluna,66.5,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Swift,High Horsepower,12,20,3,50000
Garchomp,66.4,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Gurdurr (Shadow),66.4,533,fighting,none,124.8,99.8,143,1781718,25.5,1491,Poison Jab,Stone Edge,Brick Break,8,6,5,75000
Mismagius (Shadow),66.4,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Zoroark,66.4,571,dark,none,157.9,86.9,103,1414071,21,1497,Shadow Claw,Foul Play,Sludge Bomb,5,7,5,75000
Diancie,66.3,719,rock,fairy,119.2,175.2,89,1857962,19.5,1488,Rock Throw,Power Gem,Moonblast,10,12,20,100000
Slowpoke,66.3,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Wobbuffet (Shadow),66.3,202,psychic,none,63,101.7,333,2133829,50,1160,Counter,Mirror Coat,Frustration,10,12,3,50000
Absol (Shadow),66.2,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Brutal Swing,Megahorn,3,5,5,75000
Arboliva,66.2,930,grass,normal,129.9,115.5,115,1724594,18.5,1499,Magical Leaf,Earth Power,Trailblaze,6,5,3,50000
Exeggutor (Alolan) (Shadow),66.2,103,grass,dragon,134.4,94.2,131,1659647,18.5,1493,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Mr. Mime,66.2,122,psychic,fairy,132.2,145.7,88,1695360,25.5,1500,Psywave,Shadow Ball,Psychic,14,14,5,75000
Thwackey,66.2,811,grass,none,124.7,108.5,133,1798445,31,1500,Razor Leaf,Grass Knot,Energy Ball,13,14,3,10000
Torterra,66.2,389,grass,ground,120.5,117.6,131,1857185,19,1496,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Camerupt (Shadow),66.1,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Fuecoco,66.1,909,fire,none,106.7,93.3,152,1513000,50,1274,Incinerate,Flamethrower,Disarming Voice,3,3,3,10000
Graveler,66.1,75,rock,ground,122.9,127.3,117,1831093,30,1500,Mud Slap,Stone Edge,Dig,6,5,1,10000
Oricorio (Baile),66.1,741,fire,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Oricorio (Sensu),66.1,741,ghost,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Weavile,66.1,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Arcanine (Hisuian),66,59,fire,rock,132.4,100,127,1682540,17.5,1498,Fire Fang,Wild Charge,Rock Slide,8,8,3,50000
Archen (Shadow),66,566,rock,flying,160.1,76,115,1399059,31,1497,Quick Attack,Ancient Power,Dragon Claw,6,5,5,75000
Cherrim (Sunshine),66,421,grass,none,122.9,115.2,129,1826290,27,1498,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Simisage,65.8,512,grass,none,136.6,94.5,126,1627774,23.5,1496,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Blissey,65.7,242,normal,none,81.4,110.2,307,2754156,21,1498,Zen Headbutt,Wild Charge,Dazzling Gleam,8,10,5,75000
Eldegoss,65.7,830,grass,none,109.1,159.7,118,2056868,28.5,1500,Bullet Seed,Grass Knot,Energy Ball,4,5,3,50000
Flapple,65.7,841,grass,dragon,138.8,100.8,115,1607818,22.5,1499,Dragon Breath,Fly,Seed Bomb,15,15,5,75000
Geodude,65.7,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Tomb,Rock Slide,10,9,1,10000
Lampent (Shadow),65.7,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Astonish,Energy Ball,Flame Burst,6,6,5,75000
Prinplup (Shadow),65.7,394,water,none,119.1,116,136,1878103,37,1500,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Tauros,65.7,128,normal,none,125.1,118.9,120,1785591,21.5,1495,Tackle,Trailblaze,Horn Attack,15,12,3,50000
Stufful,65.6,759,normal,fighting,125.2,90.8,157,1783933,50,1495,Tackle,Superpower,Stomp,14,14,1,10000
Boldore (Shadow),65.5,525,rock,none,126.5,108.2,130,1779034,28,1500,Mud Slap,Stone Edge,Rock Slide,6,5,3,50000
Infernape,65.4,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Rillaboom,65.4,812,grass,none,133.5,97.7,129,1681954,16.5,1499,Razor Leaf,Grass Knot,Earth Power,13,14,3,10000
Tirtouga (Shadow),65.4,564,water,rock,113.9,132,130,1955087,47,1494,Water Gun,Surf,Ancient Power,15,15,5,75000
Tyrantrum,65.4,697,rock,dragon,130.2,113.4,116,1713446,17.5,1495,Dragon Tail,Meteor Beam,Crunch,7,5,5,75000
Slowpoke (Shadow),65.3,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Weepinbell (Shadow),65.3,70,grass,poison,139.2,83.7,138,1606435,38.5,1497,Acid,Power Whip,Sludge Bomb,7,7,3,50000
Cursola,65.2,864,ghost,none,146.2,111.1,94,1526840,18,1499,Astonish,Night Shade,Power Gem,5,5,3,50000
Slowbro (Shadow),65.2,80,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Ice Beam,15,19,3,50000
Slowking (Shadow),65.2,199,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Psychic,15,19,3,50000
Aerodactyl,65.1,142,rock,flying,135,103.9,118,1656037,20,1500,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Nidoking,65.1,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Pineco (Shadow),65.1,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Sand Tomb,17,14,5,75000
Revavroom,65.1,966,steel,poison,135.7,106.6,114,1648064,19,1499,Metal Sound,Overheat,Gyro Ball,7,8,3,50000
Slowpoke (Galarian),65.1,79,psychic,none,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Surf,4,4,3,50000
Stunky (Shadow),65.1,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Trailblaze,23,23,3,50000
Sudowoodo,65.1,185,rock,none,117.2,130.1,125,1905357,26,1496,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Nuzleaf (Shadow),65,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Pidgeotto,64.9,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Air Cutter,Aerial Ace,5,6,1,10000
Tangela,64.9,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Brionne,64.8,729,water,none,124.8,115.4,123,1770908,29.5,1488,Charm,Aqua Jet,Disarming Voice,7,8,3,10000
Decidueye (Hisuian),64.8,724,grass,fighting,129.6,106.9,124,1718957,20,1494,Magical Leaf,Aerial Ace,Aura Sphere,4,6,3,10000
Dustox,64.8,269,bug,poison,95,148.7,142,2005436,50,1384,Confusion,Sludge Bomb,Silver Wind,5,4,1,10000
Infernape (Shadow),64.8,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Ribombee,64.8,743,bug,fairy,136.9,106.6,112,1634709,25.5,1500,Fairy Wind,Dazzling Gleam,Bug Buzz,7,7,1,10000
Onix,64.7,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Breaking Swipe,Stone Edge,7,11,5,75000
Porygon2,64.7,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Tyrantrum (Shadow),64.7,697,rock,dragon,130.2,113.4,116,1713446,17.5,1495,Dragon Tail,Meteor Beam,Stone Edge,7,7,5,75000
Honchkrow,64.6,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Teddiursa,64.5,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Swift,Cross Chop,12,12,3,50000
Tsareena,64.5,763,grass,none,131.6,119.9,108,1704753,19,1499,Magical Leaf,Triple Axel,High Jump Kick,5,6,3,10000
